iter	Logloss	Accuracy
167	0.2990053164	0.8888888889
168	0.2987204806	0.8888888889
169	0.2977766627	0.8888888889
170	0.2976741686	0.8888888889
171	0.2974426514	0.8888888889
172	0.297102828	0.8899782135
173	0.2968367881	0.8899782135
174	0.2964418556	0.8899782135
175	0.2960445257	0.8899782135
176	0.2957614458	0.8899782135
177	0.2956182394	0.8899782135
178	0.2953725201	0.8899782135
179	0.2948980256	0.8899782135
180	0.2945177831	0.8899782135
181	0.2945177792	0.8899782135
182	0.2939756033	0.8910675381
183	0.2937014346	0.8910675381
184	0.2935056472	0.8910675381
185	0.2933526732	0.8910675381
186	0.2928775175	0.8910675381
187	0.2926060581	0.8899782135
188	0.292269047	0.8899782135
189	0.2919611806	0.8910675381
190	0.2916459624	0.8910675381
191	0.2914959843	0.8921568627
192	0.2912735819	0.8921568627
193	0.290925836	0.8921568627
194	0.2907573131	0.8921568627
195	0.2904189939	0.8921568627
196	0.2903499715	0.8921568627
197	0.2899430592	0.8921568627
198	0.2892441215	0.8921568627
199	0.2888603479	0.8921568627
200	0.2887676265	0.8921568627
201	0.2884646338	0.8921568627
202	0.2882649941	0.8921568627
203	0.2882643736	0.8921568627
204	0.2881525391	0.8921568627
205	0.287722483	0.8921568627
206	0.2873578283	0.8921568627
207	0.2873271237	0.8921568627
208	0.2871406746	0.8921568627
209	0.2870080367	0.8910675381
210	0.286762138	0.8910675381
211	0.2865916776	0.8921568627
212	0.2863779924	0.8921568627
213	0.2863779876	0.8921568627
214	0.2862110516	0.8910675381
215	0.2859989488	0.8910675381
216	0.2856236632	0.8921568627
217	0.2854381287	0.8910675381
218	0.2845548216	0.8932461874
219	0.284296249	0.8932461874
220	0.2840901611	0.8932461874
221	0.2839332282	0.8932461874
222	0.2838463626	0.8932461874
223	0.2835206475	0.8932461874
224	0.2833964202	0.8932461874
225	0.2833227938	0.8932461874
226	0.2831200475	0.8932461874
227	0.2829773966	0.8932461874
228	0.2827801494	0.8932461874
229	0.2825502873	0.8932461874
230	0.282383422	0.8932461874
231	0.2821109477	0.8932461874
232	0.2817606875	0.8932461874
233	0.2817521596	0.8932461874
234	0.2814903178	0.8932461874
235	0.2813231969	0.8932461874
236	0.2811381604	0.8932461874
237	0.2807574069	0.8932461874
238	0.2806679985	0.8932461874
239	0.2805576714	0.8932461874
240	0.2805576642	0.8932461874
241	0.2803679112	0.8932461874
242	0.2801940402	0.894335512
243	0.2801121835	0.8932461874
244	0.2799051468	0.894335512
245	0.2797331538	0.894335512
246	0.2795239532	0.894335512
247	0.2793923289	0.8932461874
248	0.2790630023	0.894335512
249	0.2788576904	0.894335512
250	0.2786478217	0.894335512
251	0.2784524316	0.8932461874
252	0.2782784251	0.8932461874
253	0.2780678827	0.8932461874
254	0.2780351393	0.8932461874
255	0.2775755376	0.894335512
256	0.277534214	0.894335512
257	0.2772849655	0.894335512
258	0.2769434859	0.894335512
259	0.2768692286	0.894335512
260	0.276825266	0.894335512
261	0.2765927558	0.894335512
262	0.2763546571	0.8954248366
263	0.2761804951	0.894335512
264	0.2759865404	0.894335512
265	0.2758058416	0.894335512
266	0.2757051938	0.894335512
267	0.2753561726	0.8954248366
268	0.2751449401	0.8954248366
269	0.2750900443	0.8954248366
270	0.2748177742	0.894335512
271	0.2746201892	0.8954248366
272	0.2742895747	0.894335512
273	0.2738853722	0.894335512
274	0.2735306818	0.894335512
275	0.2735306805	0.894335512
276	0.2732829197	0.894335512
277	0.2730592854	0.894335512
278	0.2729571891	0.894335512
279	0.2728133952	0.894335512
280	0.2726313897	0.894335512
281	0.2725570493	0.894335512
282	0.2723459324	0.894335512
283	0.2723220376	0.894335512
284	0.2721038217	0.8954248366
285	0.2719947229	0.8954248366
286	0.2719411391	0.8954248366
287	0.2718511264	0.8954248366
288	0.271681847	0.8954248366
289	0.2714159271	0.8954248366
290	0.2713912602	0.8954248366
291	0.2713038102	0.8954248366
292	0.271053029	0.8954248366
293	0.2710530262	0.8954248366
294	0.2707564808	0.8954248366
295	0.2705901639	0.8954248366
296	0.2703775393	0.8954248366
297	0.270377537	0.8954248366
298	0.2700574543	0.8954248366
299	0.2699595881	0.8954248366
300	0.2690342315	0.8954248366
301	0.2688308604	0.8965141612
302	0.2687009576	0.8954248366
303	0.2686753944	0.8954248366
304	0.268577156	0.8954248366
305	0.2683559954	0.8965141612
306	0.2676871229	0.8965141612
307	0.2675786628	0.8965141612
308	0.2674802176	0.8965141612
309	0.2672242466	0.8965141612
310	0.2670501386	0.8965141612
311	0.266980805	0.8965141612
312	0.2668486201	0.8965141612
313	0.2666301958	0.8965141612
314	0.2664606762	0.8954248366
315	0.2663677368	0.8965141612
316	0.2662215973	0.8976034858
317	0.2660778513	0.8976034858
318	0.2659181182	0.8976034858
319	0.2658434066	0.8976034858
320	0.2657048688	0.8976034858
321	0.2656201858	0.8976034858
322	0.2653487124	0.8986928105
323	0.2652897109	0.8986928105
324	0.2652630809	0.8986928105
325	0.2651073177	0.8986928105
326	0.2649878369	0.8986928105
327	0.2648002782	0.8986928105
328	0.2644672545	0.8986928105
329	0.2643367003	0.8986928105
330	0.2641719876	0.8997821351
331	0.2639775252	0.8997821351
332	0.2638722542	0.9008714597
333	0.2637535883	0.9008714597
334	0.2633372541	0.9008714597
335	0.2631994196	0.9008714597
336	0.2628138062	0.9019607843
337	0.2625250909	0.9019607843
338	0.2624549445	0.9019607843
339	0.2622899072	0.9019607843
340	0.262121681	0.9030501089
341	0.2619747139	0.9019607843
342	0.2618468487	0.9019607843
343	0.2617096681	0.9019607843
344	0.261521374	0.9019607843
345	0.2613951552	0.9019607843
346	0.2613951516	0.9019607843
347	0.2611270609	0.9019607843
348	0.2609292775	0.9030501089
349	0.2608092578	0.9041394336
350	0.2605954625	0.9030501089
351	0.2604137138	0.9041394336
352	0.2601996569	0.9041394336
353	0.2601198759	0.9041394336
354	0.260079878	0.9041394336
355	0.2599678376	0.9041394336
356	0.2597682631	0.9041394336
357	0.2596690779	0.9041394336
358	0.2593705294	0.9041394336
359	0.2593047088	0.9041394336
360	0.2592155801	0.9041394336
361	0.2589742183	0.9041394336
362	0.2585414315	0.9041394336
363	0.2584157104	0.9030501089
364	0.2583532725	0.9030501089
365	0.2583079989	0.9030501089
366	0.2581355151	0.9041394336
367	0.2579013106	0.9041394336
368	0.2578448892	0.9041394336
369	0.2576873377	0.9030501089
370	0.2575347518	0.9030501089
371	0.257446273	0.9041394336
372	0.2574462621	0.9041394336
373	0.2573056236	0.9030501089
374	0.2571421196	0.9041394336
375	0.2565820045	0.9052287582
376	0.2554957155	0.9052287582
377	0.2553924888	0.9052287582
378	0.2553125021	0.9041394336
379	0.2551857504	0.9052287582
380	0.2551380045	0.9052287582
381	0.2548983608	0.9063180828
382	0.2548742515	0.9063180828
383	0.2546176511	0.9063180828
384	0.2545129037	0.9063180828
385	0.2542436906	0.9052287582
386	0.2539887871	0.9063180828
387	0.2539235032	0.9063180828
388	0.2538496263	0.9063180828
389	0.2537185798	0.9063180828
390	0.2535191608	0.9063180828
391	0.2534330453	0.9074074074
392	0.2530526821	0.9074074074
393	0.252971307	0.9074074074
394	0.2529209827	0.9074074074
395	0.252803886	0.9063180828
396	0.2527487897	0.9063180828
397	0.2525982466	0.9063180828
398	0.2524174444	0.9074074074
399	0.2523638915	0.9074074074
400	0.2523292502	0.9074074074
401	0.2521138407	0.9063180828
402	0.2519723419	0.9063180828
403	0.2518129762	0.9074074074
404	0.2516530762	0.9074074074
405	0.2515622946	0.9074074074
406	0.2513790014	0.9074074074
407	0.2511297752	0.9063180828
408	0.2511297745	0.9063180828
409	0.2510686492	0.9063180828
410	0.2509717385	0.9063180828
411	0.2506456514	0.9063180828
412	0.2504823988	0.9063180828
413	0.250411466	0.9074074074
414	0.2502061779	0.9074074074
415	0.2498331855	0.9074074074
416	0.2496698577	0.9074074074
417	0.2496698541	0.9074074074
418	0.2494965221	0.9074074074
419	0.2493705014	0.9074074074
420	0.2492311425	0.9074074074
421	0.2489785456	0.9074074074
422	0.2488333261	0.9074074074
423	0.2487180489	0.9074074074
424	0.2482789853	0.9074074074
425	0.2482518012	0.9074074074
426	0.2480405293	0.9074074074
427	0.2479270232	0.9074074074
428	0.2478536904	0.9074074074
429	0.2477324533	0.9074074074
430	0.2476333491	0.9074074074
431	0.2475126562	0.9074074074
432	0.2474500914	0.9074074074
433	0.2473032344	0.9074074074
434	0.2472442895	0.9074074074
435	0.2470891784	0.9074074074
436	0.2470332976	0.9063180828
437	0.2468852984	0.9063180828
438	0.2467511881	0.9074074074
439	0.2466389608	0.9074074074
440	0.2466101337	0.9074074074
441	0.2464287035	0.9063180828
442	0.246317011	0.9074074074
443	0.2462379939	0.9074074074
444	0.2460497924	0.9074074074
445	0.2458957856	0.9074074074
446	0.2456926775	0.9074074074
447	0.2455532249	0.9074074074
448	0.2453855876	0.9074074074
449	0.2452318913	0.9074074074
450	0.2447067272	0.9074074074
451	0.244378402	0.9074074074
452	0.2443348718	0.9074074074
453	0.2442410383	0.9074074074
454	0.2439065672	0.9074074074
455	0.2437055059	0.9074074074
456	0.2436469809	0.9074074074
457	0.2436214564	0.9074074074
458	0.2435747384	0.9074074074
459	0.2433666269	0.9074074074
460	0.2432913754	0.9074074074
461	0.2432913731	0.9074074074
462	0.2432399798	0.9074074074
463	0.2431292316	0.9074074074
464	0.2430342962	0.9074074074
465	0.2429383998	0.9074074074
466	0.2428967834	0.9074074074
467	0.2427178461	0.908496732
468	0.2425817669	0.908496732
469	0.2425097799	0.908496732
470	0.2423607775	0.908496732
471	0.2423130652	0.908496732
472	0.2422545768	0.908496732
473	0.2421526403	0.908496732
474	0.242088242	0.908496732
475	0.2419202471	0.908496732
476	0.241804923	0.908496732
477	0.2415828643	0.9095860566
478	0.2414019032	0.908496732
479	0.2413035182	0.908496732
480	0.2411638538	0.908496732
481	0.2410954648	0.908496732
482	0.2409386525	0.908496732
483	0.2407054267	0.908496732
484	0.2405895802	0.908496732
485	0.240502122	0.908496732
486	0.240449046	0.908496732
487	0.2401787551	0.9074074074
488	0.2400761845	0.908496732
489	0.2399201288	0.908496732
490	0.2398352643	0.9074074074
491	0.2398352634	0.9074074074
492	0.2396884648	0.9074074074
493	0.2395254722	0.9074074074
494	0.2393331174	0.9074074074
495	0.2392382716	0.9074074074
496	0.2391394118	0.9074074074
497	0.2390461366	0.9074074074
498	0.2388650082	0.9074074074
499	0.2387737754	0.908496732
500	0.238682431	0.908496732
501	0.2385210615	0.9095860566
502	0.2384137587	0.9095860566
503	0.2381005627	0.9106753813
504	0.238042726	0.9095860566
505	0.2379686109	0.9106753813
506	0.2379686108	0.9106753813
507	0.2378678844	0.9095860566
508	0.2377214503	0.908496732
509	0.2375612867	0.9095860566
510	0.2375612861	0.9095860566
511	0.2375612835	0.9095860566
512	0.2372535173	0.9095860566
513	0.2372202118	0.9095860566
514	0.237139487	0.9095860566
515	0.2370673273	0.9095860566
516	0.2364324582	0.9095860566
517	0.236384965	0.9095860566
518	0.2362003085	0.9095860566
519	0.2360729193	0.9117647059
520	0.2358989292	0.9117647059
521	0.2358835417	0.9106753813
522	0.2357298418	0.9117647059
523	0.2355609167	0.9117647059
524	0.2353376489	0.9117647059
525	0.2352493628	0.9117647059
526	0.2351810257	0.9117647059
527	0.235088695	0.9117647059
528	0.2350343214	0.9117647059
529	0.2347418441	0.9117647059
530	0.2345904974	0.9117647059
531	0.2343701234	0.9117647059
532	0.2341321829	0.9117647059
533	0.2340414772	0.9128540305
534	0.2339232577	0.9128540305
535	0.2337395881	0.9128540305
536	0.2336438357	0.9128540305
537	0.2335808955	0.9128540305
538	0.2335195515	0.9128540305
539	0.2334648732	0.9128540305
540	0.2334209181	0.9128540305
541	0.2333215388	0.9117647059
542	0.2331786457	0.9128540305
543	0.2326720521	0.9128540305
544	0.2324842039	0.9128540305
545	0.2323383172	0.9128540305
546	0.2321708061	0.9139433551
547	0.2318678008	0.9150326797
548	0.2317254322	0.9150326797
549	0.2314301517	0.9150326797
550	0.231333684	0.9150326797
551	0.2311879413	0.9150326797
552	0.2310897145	0.9150326797
553	0.2308631305	0.9150326797
554	0.2303863189	0.9150326797
555	0.2301736977	0.9150326797
556	0.2301736961	0.9150326797
557	0.230110495	0.9150326797
558	0.2300340922	0.9150326797
559	0.2298412205	0.9150326797
560	0.2297676153	0.9161220044
561	0.2295654294	0.9161220044
562	0.229434734	0.9161220044
563	0.2293889647	0.917211329
564	0.2293889604	0.917211329
565	0.2292834957	0.917211329
566	0.2291998175	0.917211329
567	0.2291384725	0.917211329
568	0.2289626142	0.9161220044
569	0.2288542541	0.9161220044
570	0.2286379326	0.9161220044
571	0.2285307231	0.9161220044
572	0.2284274656	0.9161220044
573	0.2283824695	0.9161220044
574	0.2283526141	0.9161220044
575	0.2282988243	0.9161220044
576	0.2280908021	0.9161220044
577	0.2280303744	0.9161220044
578	0.2279247351	0.9161220044
579	0.2278471563	0.9161220044
580	0.2277815057	0.9161220044
581	0.2275992388	0.9161220044
582	0.2274520711	0.9161220044
583	0.2274192971	0.9161220044
584	0.2271299994	0.9161220044
585	0.2270428858	0.9161220044
586	0.2268894425	0.9161220044
587	0.2268445824	0.917211329
588	0.2266603565	0.917211329
589	0.2265097701	0.917211329
590	0.2263048642	0.917211329
591	0.2262686946	0.917211329
592	0.2262686843	0.917211329
593	0.2261310613	0.917211329
594	0.226105916	0.917211329
595	0.2259701501	0.917211329
596	0.2258740864	0.917211329
597	0.2258243357	0.917211329
598	0.2257741783	0.9183006536
599	0.2256797333	0.9183006536
600	0.225552698	0.9183006536
601	0.225453755	0.9183006536
602	0.2252827278	0.9183006536
603	0.2252065003	0.9183006536
604	0.2250631598	0.9183006536
605	0.2249221318	0.9193899782
606	0.2248151079	0.9193899782
607	0.224616233	0.9183006536
608	0.2245608545	0.9183006536
609	0.2244913396	0.9183006536
610	0.2241707742	0.9183006536
611	0.2240923731	0.9193899782
612	0.2238643345	0.9193899782
613	0.2237537049	0.9193899782
614	0.2237089026	0.9193899782
615	0.2236735613	0.9193899782
616	0.2235579451	0.9193899782
617	0.2234255299	0.9193899782
618	0.223391715	0.9193899782
619	0.2232935382	0.9193899782
620	0.2231712274	0.9193899782
621	0.2230759833	0.9193899782
622	0.2230447887	0.9193899782
623	0.2230447879	0.9193899782
624	0.2229691215	0.9193899782
625	0.2229304306	0.9193899782
626	0.2229032247	0.9193899782
627	0.2228994296	0.9193899782
628	0.2228783555	0.9193899782
629	0.2227922107	0.9183006536
630	0.2227795619	0.9193899782
631	0.2226936641	0.9193899782
632	0.2225627458	0.9193899782
633	0.2224561715	0.9183006536
634	0.2223912028	0.9183006536
635	0.2223500132	0.9183006536
636	0.2222626084	0.9183006536
637	0.222203387	0.9183006536
638	0.2221751594	0.9183006536
639	0.2219210453	0.9183006536
640	0.2217547281	0.9183006536
641	0.2217029237	0.9183006536
642	0.2216081212	0.9193899782
643	0.2214694568	0.9193899782
644	0.2214317289	0.9193899782
645	0.2214069374	0.9193899782
646	0.2213363812	0.9193899782
647	0.2211594758	0.9193899782
648	0.2211168759	0.9193899782
649	0.2210723781	0.9193899782
650	0.2210076563	0.9193899782
651	0.2209590852	0.9193899782
652	0.2208215393	0.9193899782
653	0.220701566	0.9193899782
654	0.2206401377	0.9193899782
655	0.2206180548	0.9193899782
656	0.2204785711	0.9204793028
657	0.2202030619	0.9215686275
658	0.2201942271	0.9215686275
659	0.2201119765	0.9215686275
660	0.2200634778	0.9215686275
661	0.2200203076	0.9215686275
662	0.2199216988	0.9215686275
663	0.2199104415	0.9215686275
664	0.2198804708	0.9215686275
665	0.219849474	0.9215686275
666	0.2197512592	0.9215686275
667	0.2197512528	0.9215686275
668	0.2196388768	0.9226579521
669	0.2195296491	0.9226579521
670	0.219470921	0.9226579521
671	0.2193340868	0.9226579521
672	0.2193043058	0.9215686275
673	0.2192043278	0.9215686275
674	0.21903871	0.9215686275
675	0.2189286544	0.9226579521
676	0.2187840938	0.9226579521
677	0.2186951053	0.9226579521
678	0.2185095821	0.9226579521
679	0.2184115545	0.9226579521
680	0.2182752652	0.9226579521
681	0.2181866517	0.9226579521
682	0.2180853877	0.9226579521
683	0.2179145591	0.9226579521
684	0.2178007923	0.9226579521
685	0.2177655345	0.9226579521
686	0.2174593845	0.9226579521
687	0.2170578615	0.9226579521
688	0.2169512553	0.9226579521
689	0.2169059383	0.9226579521
690	0.2168656946	0.9226579521
691	0.2165642393	0.9226579521
692	0.2164051402	0.9226579521
693	0.2163390036	0.9226579521
694	0.2160953154	0.9226579521
695	0.2159077308	0.9226579521
696	0.2158048505	0.9226579521
697	0.2156126168	0.9226579521
698	0.2155958123	0.9226579521
699	0.2154965977	0.9226579521
700	0.2154022115	0.9226579521
701	0.2151399899	0.9226579521
702	0.2150481249	0.9226579521
703	0.2149875446	0.9226579521
704	0.2149276454	0.9226579521
